Cia	Prj	Parte_Prj	Nivel	Valor	ValorAcumulado	Nivel1	Nivel2	Nivel3	Nivel4	Nivel5	Proyecto
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        00E09-0-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E13-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        00E21-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E22-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	8210.24	8210.24	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 8.210,24€	        634344.0110 (Operación) - 8.210,24€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E27-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	29.00	29.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 29,00€	        141433 (Estándar) - 29,00€			Sp-31200.0110
Sp	31200	0110	3	29.50	29.50	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 29,50€	        141319 (Estándar) - 29,50€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E26-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	2649.84	2649.84	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2.649,84€	        66063 (Recep OC) - 2.649,84€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E25-1-00 (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	180.85	180.85	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 180,85€	        110967 (Recep OC) - 180,85€			Sp-31200.0110
Sp	31200	0110	3	62.32	62.32	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 62,32€	        120948 (Recep OC) - 62,32€			Sp-31200.0110
Sp	31200	0110	3	27.29	27.29	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 27,29€	        141835 (Recep OC) - 27,29€			Sp-31200.0110
Sp	31200	0110	3	133.93	133.93	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 133,93€	        120945 (Recep OC) - 133,93€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E24-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        00E20-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	345.00	345.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 345,00€	        140703 (Recep OC) - 345,00€			Sp-31200.0110
Sp	31200	0110	3	1303.70	1303.70	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1.303,70€	        66029 (Recep OC) - 1.303,70€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E00-0-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	345.00	345.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 345,00€	        140703 (Recep OC) - 345,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        00N15-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E02-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E05-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	5704.75	5704.75	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 5.704,75€	        66010 (Recep OC) - 5.704,75€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        04E01-1-00 (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	43.28	43.28	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 43,28€	        101609 (Estándar) - 43,28€			Sp-31200.0110
Sp	31200	0110	3	4138.71	4138.71	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 4.138,71€	        66012 (Recep OC) - 4.138,71€			Sp-31200.0110
Sp	31200	0110	3	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        01E06-1-00A (Rec.Plan. OF) - 0,00€			Sp-31200.0110
Sp	31200	0110	3	8277.42	8277.42	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 8.277,42€	        66012 (Recep OC) - 8.277,42€			Sp-31200.0110
Sp	31200	0110	3	2069.36	2069.36	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2.069,36€	        66012 (Recep OC) - 2.069,36€			Sp-31200.0110
Sp	31200	0110	3	2069.36	2069.36	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2.069,36€	        66012 (Recep OC) - 2.069,36€			Sp-31200.0110
Sp	31200	0110	3	2131.05	2131.05	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2.131,05€	        66014 (Recep OC) - 2.131,05€			Sp-31200.0110
Sp	31200	0110	3	2131.05	2131.05	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2.131,05€	        66014 (Recep OC) - 2.131,05€			Sp-31200.0110
Sp	31200	0110	3	4262.10	4262.10	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 4.262,10€	        66014 (Recep OC) - 4.262,10€			Sp-31200.0110
Sp	31200	0110	3	1065.53	1065.53	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1.065,53€	        66014 (Recep OC) - 1.065,53€			Sp-31200.0110
Sp	31200	0110	3	4138.71	4138.71	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 4.138,71€	        66012 (Recep OC) - 4.138,71€			Sp-31200.0110
Sp	31200	0110	3	1065.53	1065.53	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1.065,53€	        66014 (Recep OC) - 1.065,53€			Sp-31200.0110
Sp	31200	0110	4	194.27	194.27	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 194,27€	        634344.0110 (Operación) - 8.210,24€	            141329 (Recep OC) - 194,27€		Sp-31200.0110
Sp	31200	0110	4	0.45	0.45	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,45€	        634344.0110 (Operación) - 8.210,24€	            105416 (Estándar) - 0,45€		Sp-31200.0110
Sp	31200	0110	4	0.15	0.15	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,15€	        634344.0110 (Operación) - 8.210,24€	            105415 (Estándar) - 0,15€		Sp-31200.0110
Sp	31200	0110	4	13.36	13.36	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 13,36€	        634344.0110 (Operación) - 8.210,24€	            126030 (Estándar) - 13,36€		Sp-31200.0110
Sp	31200	0110	4	9.78	9.78	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 9,78€	        634344.0110 (Operación) - 8.210,24€	            103125 (Estándar) - 9,78€		Sp-31200.0110
Sp	31200	0110	4	0.50	0.50	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,50€	        634344.0110 (Operación) - 8.210,24€	            131368 (Estándar) - 0,50€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            128165 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	0.75	0.75	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,75€	        634344.0110 (Operación) - 8.210,24€	            128165 (Estándar) - 0,75€		Sp-31200.0110
Sp	31200	0110	4	0.45	0.45	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,45€	        634344.0110 (Operación) - 8.210,24€	            142076 (Estándar) - 0,45€		Sp-31200.0110
Sp	31200	0110	4	634.58	634.58	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 634,58€	        634344.0110 (Operación) - 8.210,24€	            141727 (Recep OC) - 634,58€		Sp-31200.0110
Sp	31200	0110	4	0.40	0.40	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,40€	        634344.0110 (Operación) - 8.210,24€	            132975 (Estándar) - 0,40€		Sp-31200.0110
Sp	31200	0110	4	1.70	1.70	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1,70€	        634344.0110 (Operación) - 8.210,24€	            104884 (Estándar) - 1,70€		Sp-31200.0110
Sp	31200	0110	4	1586.44	1586.44	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1.586,44€	        634344.0110 (Operación) - 8.210,24€	            141727 (Recep OC) - 1.586,44€		Sp-31200.0110
Sp	31200	0110	4	77.90	77.90	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 77,90€	        634344.0110 (Operación) - 8.210,24€	            120948 (Estándar) - 77,90€		Sp-31200.0110
Sp	31200	0110	4	314.58	314.58	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 314,58€	        634344.0110 (Operación) - 8.210,24€	            141728 (Transfer. Stock) - 314,58€		Sp-31200.0110
Sp	31200	0110	4	6292.00	6292.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 6.292,00€	        634344.0110 (Operación) - 8.210,24€	            99014 (Recep OC) - 6.292,00€		Sp-31200.0110
Sp	31200	0110	4	634.58	634.58	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 634,58€	        634344.0110 (Operación) - 8.210,24€	            141727 (Recep OC) - 634,58€		Sp-31200.0110
Sp	31200	0110	4	90.81	90.81	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 90,81€	        634344.0110 (Operación) - 8.210,24€	            141728 (Recep OC) - 90,81€		Sp-31200.0110
Sp	31200	0110	4	28.60	28.60	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 28,60€	        634344.0110 (Operación) - 8.210,24€	            141728 (Transfer. Stock) - 28,60€		Sp-31200.0110
Sp	31200	0110	4	3.84	3.84	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 3,84€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.430 (Estándar) - 3,84€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.430 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            132972 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	23.58	23.58	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 23,58€	        634344.0110 (Operación) - 8.210,24€	            111610 (Recep OC) - 23,58€		Sp-31200.0110
Sp	31200	0110	4	18.29	18.29	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 18,29€	        634344.0110 (Operación) - 8.210,24€	            122379 (Recep OC) - 18,29€		Sp-31200.0110
Sp	31200	0110	4	1.36	1.36	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1,36€	        634344.0110 (Operación) - 8.210,24€	            122390 (Recep OC) - 1,36€		Sp-31200.0110
Sp	31200	0110	4	6.06	6.06	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 6,06€	        634344.0110 (Operación) - 8.210,24€	            122394 (Recep OC) - 6,06€		Sp-31200.0110
Sp	31200	0110	4	26.23	26.23	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 26,23€	        634344.0110 (Operación) - 8.210,24€	            128808 (Recep OC) - 26,23€		Sp-31200.0110
Sp	31200	0110	4	90.81	90.81	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 90,81€	        634344.0110 (Operación) - 8.210,24€	            141728 (Recep OC) - 90,81€		Sp-31200.0110
Sp	31200	0110	4	53.10	53.10	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 53,10€	        634344.0110 (Operación) - 8.210,24€	            104229 (Estándar) - 53,10€		Sp-31200.0110
Sp	31200	0110	4	25.80	25.80	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 25,80€	        634344.0110 (Operación) - 8.210,24€	            116471 (Estándar) - 25,80€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            21020.00.402.020 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	21.19	21.19	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 21,19€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.420 (Estándar) - 21,19€		Sp-31200.0110
Sp	31200	0110	4	1.60	1.60	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1,60€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.430 (Estándar) - 1,60€		Sp-31200.0110
Sp	31200	0110	4	6.86	6.86	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 6,86€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.810 (Estándar) - 6,86€		Sp-31200.0110
Sp	31200	0110	4	0.35	0.35	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,35€	        634344.0110 (Operación) - 8.210,24€	            105422 (Estándar) - 0,35€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            117360 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	4.70	4.70	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 4,70€	        634344.0110 (Operación) - 8.210,24€	            117356 (Estándar) - 4,70€		Sp-31200.0110
Sp	31200	0110	4	5.19	5.19	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 5,19€	        634344.0110 (Operación) - 8.210,24€	            104149 (Estándar) - 5,19€		Sp-31200.0110
Sp	31200	0110	4	4.95	4.95	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 4,95€	        634344.0110 (Operación) - 8.210,24€	            104283 (Estándar) - 4,95€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            117360 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	2.88	2.88	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 2,88€	        634344.0110 (Operación) - 8.210,24€	            123185 (Estándar) - 2,88€		Sp-31200.0110
Sp	31200	0110	4	10.38	10.38	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 10,38€	        634344.0110 (Operación) - 8.210,24€	            104149 (Estándar) - 10,38€		Sp-31200.0110
Sp	31200	0110	4	51.60	51.60	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 51,60€	        634344.0110 (Operación) - 8.210,24€	            116471 (Estándar) - 51,60€		Sp-31200.0110
Sp	31200	0110	4	11.85	11.85	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 11,85€	        634344.0110 (Operación) - 8.210,24€	            21020.01.403.040 (Estándar) - 11,85€		Sp-31200.0110
Sp	31200	0110	4	13.65	13.65	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 13,65€	        634344.0110 (Operación) - 8.210,24€	            138466 (Estándar) - 13,65€		Sp-31200.0110
Sp	31200	0110	4	13.65	13.65	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 13,65€	        634344.0110 (Operación) - 8.210,24€	            138466 (Estándar) - 13,65€		Sp-31200.0110
Sp	31200	0110	4	8.93	8.93	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 8,93€	        634344.0110 (Operación) - 8.210,24€	            138467 (Estándar) - 8,93€		Sp-31200.0110
Sp	31200	0110	4	7.90	7.90	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 7,90€	        634344.0110 (Operación) - 8.210,24€	            21020.01.403.040 (Estándar) - 7,90€		Sp-31200.0110
Sp	31200	0110	4	0.00	0.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 0,00€	        634344.0110 (Operación) - 8.210,24€	            125212 (Estándar) - 0,00€		Sp-31200.0110
Sp	31200	0110	4	6.13	6.13	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 6,13€	        634344.0110 (Operación) - 8.210,24€	            100749 (Estándar) - 6,13€		Sp-31200.0110
Sp	31200	0110	4	15.24	15.24	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 15,24€	        634344.0110 (Operación) - 8.210,24€	            104226 (Estándar) - 15,24€		Sp-31200.0110
Sp	31200	0110	4	3.49	3.49	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 3,49€	        634344.0110 (Operación) - 8.210,24€	            117349 (Estándar) - 3,49€		Sp-31200.0110
Sp	31200	0110	4	1.75	1.75	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1,75€	        634344.0110 (Operación) - 8.210,24€	            104188 (Estándar) - 1,75€		Sp-31200.0110
Sp	31200	0110	4	35.07	35.07	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 35,07€	        634344.0110 (Operación) - 8.210,24€	            139609 (Transfer. Stock) - 35,07€		Sp-31200.0110
Sp	31200	0110	4	28.60	28.60	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 28,60€	        634344.0110 (Operación) - 8.210,24€	            116472 (Estándar) - 28,60€		Sp-31200.0110
Sp	31200	0110	4	31.86	31.86	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 31,86€	        634344.0110 (Operación) - 8.210,24€	            102806 (Estándar) - 31,86€		Sp-31200.0110
Sp	31200	0110	4	5.19	5.19	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 5,19€	        634344.0110 (Operación) - 8.210,24€	            104149 (Estándar) - 5,19€		Sp-31200.0110
Sp	31200	0110	4	44.08	44.08	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 44,08€	        634344.0110 (Operación) - 8.210,24€	            141045 (Estándar) - 44,08€		Sp-31200.0110
Sp	31200	0110	4	7.12	7.12	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 7,12€	        634344.0110 (Operación) - 8.210,24€	            104292 (Estándar) - 7,12€		Sp-31200.0110
Sp	31200	0110	4	1.80	1.80	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1,80€	        634344.0110 (Operación) - 8.210,24€	            141049 (Estándar) - 1,80€		Sp-31200.0110
Sp	31200	0110	4	33.00	33.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 33,00€	        634344.0110 (Operación) - 8.210,24€	            116240 (Estándar) - 33,00€		Sp-31200.0110
Sp	31200	0110	4	33.36	33.36	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 33,36€	        634344.0110 (Operación) - 8.210,24€	            140276 (Recep OC) - 33,36€		Sp-31200.0110
Sp	31200	0110	4	32.41	32.41	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 32,41€	        634344.0110 (Operación) - 8.210,24€	            142314 (Transfer. Stock) - 32,41€		Sp-31200.0110
Sp	31200	0110	4	65.25	65.25	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 65,25€	        634344.0110 (Operación) - 8.210,24€	            140752 (Recep OC) - 65,25€		Sp-31200.0110
Sp	31200	0110	4	1573.00	1573.00	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 1.573,00€	        634344.0110 (Operación) - 8.210,24€	            145013 (Recep OC) - 1.573,00€		Sp-31200.0110
Sp	31200	0110	4	110.42	110.42	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 110,42€	        634344.0110 (Operación) - 8.210,24€	            142149 (Recep OC) - 110,42€		Sp-31200.0110
Sp	31200	0110	4	27.59	27.59	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 27,59€	        634344.0110 (Operación) - 8.210,24€	            142150 (Recep OC) - 27,59€		Sp-31200.0110
Sp	31200	0110	4	38.34	38.34	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 38,34€	        634344.0110 (Operación) - 8.210,24€	            145337 (Recep OC) - 38,34€		Sp-31200.0110
Sp	31200	0110	4	63.90	63.90	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 63,90€	        634344.0110 (Operación) - 8.210,24€	            145338 (Recep OC) - 63,90€		Sp-31200.0110
Sp	31200	0110	4	19.89	19.89	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 19,89€	        634344.0110 (Operación) - 8.210,24€	            99149 (Recep OC) - 19,89€		Sp-31200.0110
Sp	31200	0110	4	23.34	23.34	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 23,34€	        634344.0110 (Operación) - 8.210,24€	            119770 (Recep OC) - 23,34€		Sp-31200.0110
Sp	31200	0110	4	13.55	13.55	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 13,55€	        634344.0110 (Operación) - 8.210,24€	            122390 (Recep OC) - 13,55€		Sp-31200.0110
Sp	31200	0110	4	18.93	18.93	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 18,93€	        634344.0110 (Operación) - 8.210,24€	            140216 (Recep OC) - 18,93€		Sp-31200.0110
Sp	31200	0110	4	49.14	49.14	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 49,14€	        634344.0110 (Operación) - 8.210,24€	            144814 (Recep OC) - 49,14€		Sp-31200.0110
Sp	31200	0110	4	12.58	12.58	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 12,58€	        634344.0110 (Operación) - 8.210,24€	            99039 (Recep OC) - 12,58€		Sp-31200.0110
Sp	31200	0110	4	14.22	14.22	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 14,22€	        634344.0110 (Operación) - 8.210,24€	            99167 (Recep OC) - 14,22€		Sp-31200.0110
Sp	31200	0110	4	182.27	182.27	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 182,27€	        634344.0110 (Operación) - 8.210,24€	            145974 (Recep OC) - 182,27€		Sp-31200.0110
Sp	31200	0110	4	100.80	100.80	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 100,80€	        634344.0110 (Operación) - 8.210,24€	            120613 (Recep OC) - 100,80€		Sp-31200.0110
Sp	31200	0110	4	122.82	122.82	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 122,82€	        634344.0110 (Operación) - 8.210,24€	            140194 (Recep OC) - 122,82€		Sp-31200.0110
Sp	31200	0110	4	28.45	28.45	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 28,45€	        634344.0110 (Operación) - 8.210,24€	            99167 (Recep OC) - 28,45€		Sp-31200.0110
Sp	31200	0110	4	14.22	14.22	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 14,22€	        634344.0110 (Operación) - 8.210,24€	            99167 (Recep OC) - 14,22€		Sp-31200.0110
Sp	31200	0110	4	90.81	90.81	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 90,81€	        634344.0110 (Operación) - 8.210,24€	            141728 (Recep OC) - 90,81€		Sp-31200.0110
Sp	31200	0110	4	475.94	475.94	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 475,94€	        634344.0110 (Operación) - 8.210,24€	            141727 (Recep OC) - 475,94€		Sp-31200.0110
Sp	31200	0110	4	3222.45	3222.45	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 3.222,45€	        634344.0110 (Operación) - 8.210,24€	            145060 (Recep OC) - 3.222,45€		Sp-31200.0110
Sp	31200	0110	4	264.15	264.15	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 264,15€	        634344.0110 (Operación) - 8.210,24€	            99202 (Recep OC) - 264,15€		Sp-31200.0110
Sp	31200	0110	4	25.53	25.53	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 25,53€	        634344.0110 (Operación) - 8.210,24€	            112381 (Recep OC) - 25,53€		Sp-31200.0110
Sp	31200	0110	4	8.39	8.39	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 8,39€	        634344.0110 (Operación) - 8.210,24€	            106918 (Recep OC) - 8,39€		Sp-31200.0110
Sp	31200	0110	4	78.54	78.54	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 78,54€	        634344.0110 (Operación) - 8.210,24€	            141286 (Recep OC) - 78,54€		Sp-31200.0110
Sp	31200	0110	4	38.16	38.16	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 38,16€	        634344.0110 (Operación) - 8.210,24€	            136290 (Recep OC) - 38,16€		Sp-31200.0110
Sp	31200	0110	4	16.35	16.35	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 16,35€	        634344.0110 (Operación) - 8.210,24€	            136289 (Recep OC) - 16,35€		Sp-31200.0110
Sp	31200	0110	4	212.66	212.66	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 212,66€	        634344.0110 (Operación) - 8.210,24€	            144387 (Recep OC) - 212,66€		Sp-31200.0110
Sp	31200	0110	4	6.86	6.86	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 6,86€	        634344.0110 (Operación) - 8.210,24€	            21020.00.401.440 (Estándar) - 6,86€		Sp-31200.0110
Sp	31200	0110	4	47.07	47.07	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 47,07€	        634344.0110 (Operación) - 8.210,24€	            144238 (Recep OC) - 47,07€		Sp-31200.0110
Sp	31200	0110	4	43.20	43.20	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 43,20€	        634344.0110 (Operación) - 8.210,24€	            120612 (Recep OC) - 43,20€		Sp-31200.0110
Sp	31200	0110	4	43.20	43.20	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 43,20€	        634344.0110 (Operación) - 8.210,24€	            120612 (Recep OC) - 43,20€		Sp-31200.0110
Sp	31200	0110	4	304.08	304.08	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 304,08€	        634344.0110 (Operación) - 8.210,24€	            111037 (Recep OC) - 304,08€		Sp-31200.0110
Sp	31200	0110	4	17.01	17.01	31200.0110 -  03 - Fabricación	    31200.0110 - Subproyecto - 17,01€	        634344.0110 (Operación) - 8.210,24€	            140753 (Recep OC) - 17,01€		Sp-31200.0110
